Latitude,Longitude
48 23 6.24,-106 57 27.65
48 23 6.24,-106 57 24.73
48 23 6.24,-106 57 21.81
48 23 62.41,-106 57 18.88
48 23 62.41,-106 57 15.95
48 23 62.42,-106 57 13.03
48 23 62.42,-106 57 1.01
48 23 62.42,-106 57 7.17
48 23 62.42,-106 57 4.24
48 23 62.43,-106 57 1.32
48 23 62.42,-106 56 9.84
48 23 62.42,-106 56 95.48
48 23 62.42,-106 56 92.56
48 23 62.42,-106 56 89.65
48 23 62.41,-106 56 86.74
48 23 62.41,-106 56 83.84
48 23 62.41,-106 56 80.93
48 23 6.24,-106 56 78.02
48 23 6.24,-106 56 75.12
48 23 62.39,-106 56 72.21
48 23 62.39,-106 56 69.31
48 23 62.39,-106 56 66.41
48 23 62.39,-106 56 6.35
48 23 6.24,-106 56 6.06
48 23 6.24,-106 56 57.69
48 23 6.24,-106 56 54.77
48 23 6.24,-106 56 51.86
48 23 6.24,-106 56 48.95
48 23 62.39,-106 56 46.03
48 23 62.39,-106 56 43.13
48 23 62.39,-106 56 40.23
48 23 62.39,-106 56 37.34
48 23 62.39,-106 56 34.44
48 23 62.39,-106 56 31.55
48 23 62.39,-106 56 28.65
48 23 62.39,-106 56 25.76
48 23 62.38,-106 56 22.86
48 23 62.38,-106 56 19.95
48 23 62.36,-106 56 17.05
48 23 62.35,-106 56 14.14
48 23 62.34,-106 56 11.22
48 23 62.33,-106 56 8.3
48 23 62.33,-106 56 5.38
48 23 62.33,-106 56 2.45
48 23 62.34,-106 55 99.52
48 23 62.34,-106 55 96.59
48 23 62.34,-106 55 93.65
48 23 62.34,-106 55 90.73
48 23 62.33,-106 55 87.81
48 23 62.33,-106 55 8.49
48 23 62.32,-106 55 81.99
48 23 62.32,-106 55 7.91
48 23 62.32,-106 55 7.62
48 23 62.32,-106 55 73.32
48 23 62.31,-106 55 70.43
48 23 62.31,-106 55 67.54
48 23 62.31,-106 55 64.65
48 23 6.23,-106 55 61.76
48 23 6.23,-106 55 58.86
48 23 6.23,-106 55 55.97
48 23 6.23,-106 55 53.07
48 23 62.29,-106 55 50.21
48 23 62.28,-106 55 4.74
48 23 62.28,-106 55 44.63
48 23 62.27,-106 55 41.89
48 23 62.28,-106 55 39.15
48 23 62.28,-106 55 3.64
48 23 62.28,-106 55 33.64
48 23 62.28,-106 55 30.88
48 23 62.28,-106 55 28.13
48 23 62.28,-106 55 25.38
48 23 62.28,-106 55 22.63
48 23 62.27,-106 55 19.89
48 23 62.26,-106 55 17.15
48 23 62.25,-106 55 14.42
48 23 62.25,-106 55 11.68
48 23 62.24,-106 55 8.94
48 23 62.23,-106 55 6.2
48 23 62.23,-106 55 3.45
48 23 62.24,-106 55 6.9
48 23 62.23,-106 54 97.93
48 23 62.23,-106 54 95.18
48 23 62.23,-106 54 92.47
48 23 62.23,-106 54 89.81
48 23 62.23,-106 54 8.72
48 23 62.23,-106 54 84.63
48 23 62.22,-106 54 82.11
48 23 62.21,-106 54 79.63
48 23 62.21,-106 54 77.18
48 23 6.22,-106 54 74.78
48 23 62.19,-106 54 72.42
48 23 62.18,-106 54 7.01
48 23 62.18,-106 54 67.81
48 23 62.19,-106 54 65.55
48 23 62.18,-106 54 63.28
48 23 62.17,-106 54 60.98
48 23 62.17,-106 54 58.67
48 23 62.16,-106 54 56.35
48 23 62.16,-106 54 54.04
48 23 62.16,-106 54 51.74
48 23 62.15,-106 54 49.45
48 23 62.15,-106 54 47.18
48 23 62.15,-106 54 44.93
48 23 62.15,-106 54 42.69
48 23 62.14,-106 54 40.45
48 23 62.13,-106 54 38.21
48 23 62.12,-106 54 35.96
48 23 62.11,-106 54 3.37
48 23 62.09,-106 54 31.42
48 23 62.09,-106 54 29.14
48 23 62.08,-106 54 26.83
48 23 62.07,-106 54 24.52
48 23 62.06,-106 54 22.21
48 23 62.06,-106 54 19.91
48 23 62.04,-106 54 17.62
48 23 62.04,-106 54 15.34
48 23 62.03,-106 54 13.07
48 23 62.02,-106 54 10.81
48 23 62.01,-106 54 8.55
48 23 62.01,-106 54 6.28
48 23 6.2,-106 54 4.02
48 23 61.98,-106 54 1.75
48 23 61.95,-106 53 99.48
48 23 61.89,-106 53 9.72
48 23 61.77,-106 53 94.93
48 23 61.58,-106 53 92.65
48 23 61.31,-106 53 90.39
48 23 60.97,-106 53 88.15
48 23 60.56,-106 53 85.94
48 23 60.11,-106 53 83.75
48 23 59.64,-106 53 81.58
48 23 59.18,-106 53 7.94
48 23 58.72,-106 53 77.23
48 23 58.26,-106 53 75.06
48 23 5.78,-106 53 7.29
48 23 57.34,-106 53 70.73
48 23 56.88,-106 53 68.57
48 23 56.41,-106 53 66.41
48 23 55.93,-106 53 64.24
48 23 55.47,-106 53 62.07
48 23 55.01,-106 53 59.89
48 23 54.54,-106 53 57.71
48 23 54.03,-106 53 55.56
48 23 53.47,-106 53 53.43
48 23 52.86,-106 53 51.33
48 23 52.21,-106 53 49.27
48 23 51.52,-106 53 47.23
48 23 50.81,-106 53 45.21
48 23 50.09,-106 53 4.32
48 23 49.36,-106 53 41.19
48 23 48.62,-106 53 39.19
48 23 47.89,-106 53 37.19
48 23 47.16,-106 53 35.19
48 23 46.44,-106 53 33.18
48 23 45.74,-106 53 31.16
48 23 45.06,-106 53 29.12
48 23 44.39,-106 53 27.08
48 23 43.76,-106 53 25.01
48 23 43.15,-106 53 22.93
48 23 42.59,-106 53 20.81
48 23 42.06,-106 53 18.67
48 23 41.56,-106 53 16.49
48 23 41.06,-106 53 14.26
48 23 40.57,-106 53 11.99
48 23 40.08,-106 53 9.68
48 23 3.96,-106 53 7.33
48 23 39.11,-106 53 4.95
48 23 38.61,-106 53 2.55
48 23 38.09,-106 53 1.2
48 23 37.57,-106 52 97.67
48 23 37.05,-106 52 9.52
48 23 36.53,-106 52 92.69
48 23 3.6,-106 52 90.17
48 23 35.47,-106 52 87.62
48 23 34.93,-106 52 85.04
48 23 34.38,-106 52 82.45
48 23 33.83,-106 52 79.82
48 23 33.28,-106 52 77.17
48 23 32.71,-106 52 7.45
48 23 32.14,-106 52 71.81
48 23 31.57,-106 52 69.09
48 23 3.1,-106 52 66.36
48 23 30.42,-106 52 63.61
48 23 29.83,-106 52 60.85
48 23 29.26,-106 52 58.12
48 23 28.69,-106 52 55.39
48 23 28.11,-106 52 52.66
48 23 27.54,-106 52 49.93
48 23 26.97,-106 52 47.21
48 23 26.41,-106 52 4.45
48 23 25.84,-106 52 41.83
48 23 25.28,-106 52 39.19
48 23 24.73,-106 52 36.58
48 23 24.19,-106 52 34.02
48 23 23.66,-106 52 31.47
48 23 23.13,-106 52 28.94
48 23 22.59,-106 52 26.42
48 23 22.07,-106 52 23.89
48 23 21.57,-106 52 21.35
48 23 21.13,-106 52 1.88
48 23 20.74,-106 52 16.23
48 23 2.04,-106 52 13.65
48 23 20.11,-106 52 11.06
48 23 19.86,-106 52 8.5
48 23 19.67,-106 52 5.96
48 23 19.53,-106 52 3.44
48 23 19.43,-106 52 9.7
48 23 19.37,-106 51 98.52
48 23 19.35,-106 51 96.09
48 23 19.35,-106 51 93.65
48 23 19.34,-106 51 9.12
48 23 19.32,-106 51 88.75
48 23 19.31,-106 51 8.63
48 23 1.93,-106 51 83.86
48 23 19.29,-106 51 81.44
48 23 19.29,-106 51 79.03
48 23 19.29,-106 51 76.62
48 23 19.29,-106 51 74.22
48 23 19.28,-106 51 71.85
48 23 19.28,-106 51 69.49
48 23 19.28,-106 51 67.14
48 23 19.27,-106 51 64.81
48 23 19.26,-106 51 62.49
48 23 19.26,-106 51 6.02
48 23 19.24,-106 51 57.91
48 23 19.23,-106 51 55.63
48 23 19.22,-106 51 53.35
48 23 1.92,-106 51 51.06
48 23 1.92,-106 51 48.76
48 23 19.19,-106 51 46.44
48 23 19.18,-106 51 4.41
48 23 19.17,-106 51 41.73
48 23 19.16,-106 51 39.35
48 23 19.15,-106 51 36.99
48 23 19.13,-106 51 34.65
48 23 19.12,-106 51 32.29
48 23 19.11,-106 51 29.92
48 23 1.91,-106 51 27.53
48 23 19.09,-106 51 2.51
48 23 19.09,-106 51 22.65
48 23 1.91,-106 51 20.17
48 23 19.14,-106 51 17.66
48 23 19.17,-106 51 15.12
48 23 19.18,-106 51 12.55
48 23 19.18,-106 51 9.94
48 23 19.18,-106 51 7.31
48 23 19.17,-106 51 4.65
48 23 19.15,-106 51 1.96
48 23 19.14,-106 50 99.24
48 23 19.12,-106 50 96.49
48 23 19.09,-106 50 93.72
48 23 19.06,-106 50 90.92
48 23 19.01,-106 50 8.81
48 23 18.96,-106 50 85.26
48 23 1.89,-106 50 8.24
48 23 18.85,-106 50 79.51
48 23 18.81,-106 50 7.66
48 23 18.79,-106 50 7.37
48 23 18.77,-106 50 70.82
48 23 18.75,-106 50 67.98
48 23 18.73,-106 50 65.15
48 23 1.87,-106 50 62.32
48 23 18.69,-106 50 59.49
48 23 18.67,-106 50 56.66
48 23 18.66,-106 50 53.83
48 23 18.65,-106 50 5.1
48 23 18.64,-106 50 48.16
48 23 18.63,-106 50 45.33
48 23 18.61,-106 50 42.49
48 23 18.59,-106 50 39.66
48 23 18.56,-106 50 36.82
48 23 18.55,-106 50 33.99
48 23 18.53,-106 50 31.15
48 23 18.52,-106 50 28.31
48 23 1.85,-106 50 25.47
48 23 18.48,-106 50 22.64
48 23 18.46,-106 50 19.82
48 23 18.41,-106 50 1.7
48 23 18.32,-106 50 14.18
48 23 18.16,-106 50 11.37
48 23 17.92,-106 50 8.58
48 23 17.59,-106 50 5.8
48 23 17.19,-106 50 3.03
48 23 16.71,-106 50 2.9
48 23 16.16,-106 49 97.58
48 23 15.52,-106 49 9.49
48 23 14.82,-106 49 92.25
48 23 14.06,-106 49 89.66
48 23 13.23,-106 49 8.71
48 23 12.34,-106 49 84.59
48 23 11.42,-106 49 82.12
48 23 10.48,-106 49 79.67
48 23 9.54,-106 49 77.22
48 23 8.61,-106 49 74.76
48 23 7.68,-106 49 72.31
48 23 6.76,-106 49 69.87
48 23 5.84,-106 49 67.42
48 23 4.93,-106 49 64.98
48 23 4.02,-106 49 62.54
48 23 3.1,-106 49 6.01
48 23 2.19,-106 49 57.67
48 23 1.28,-106 49 55.24
48 23 3.6,-106 49 52.79
48 22 99.45,-106 49 50.34
48 22 98.54,-106 49 47.89
48 22 97.61,-106 49 45.42
48 11 77.54,-106 38 1.19
48 11 77.54,-106 38 1.19
48 22 96.69,-106 49 42.94
48 11 77.54,-106 38 1.19
48 22 95.77,-106 49 40.44
48 11 77.54,-106 38 1.19
48 11 77.54,-106 38 1.19
48 11 77.55,-106 38 1.19
48 22 94.85,-106 49 37.95
48 11 77.55,-106 38 1.19
48 11 77.55,-106 38 1.19
48 22 93.92,-106 49 35.45
48 11 77.55,-106 38 1.19
48 22 9.3,-106 49 32.96
48 11 77.55,-106 38 1.19
48 22 92.08,-106 49 30.48
48 11 77.55,-106 38 1.19
48 22 91.17,-106 49 28.01
48 11 77.55,-106 38 1.19
48 22 90.26,-106 49 25.54
48 11 77.55,-106 49 23.09
48 22 89.35,-106 38 1.19
48 11 77.55,-106 38 1.19
48 11 77.55,-106 49 20.64
48 22 88.44,-106 38 1.19
48 11 77.55,-106 49 18.21
48 22 87.53,-106 38 1.19
48 11 77.55,-106 49 15.77
48 22 86.62,-106 38 1.19
48 11 77.55,-106 49 13.32
48 22 85.72,-106 49 10.86
48 22 84.81,-106 38 1.19
48 11 77.55,-106 49 8.41
48 22 83.89,-106 38 1.19
48 11 77.55,-106 38 1.19
48 11 77.55,-106 49 5.94
48 22 82.97,-106 38 1.19
48 11 77.55,-106 49 3.45
48 22 82.06,-106 38 1.19
48 11 77.55,-106 49 9.6
48 22 81.14,-106 48 98.47
48 22 80.22,-106 38 1.19
48 11 77.55,-106 48 95.98
48 22 79.29,-106 38 1.19
48 11 77.55,-106 48 93.49
48 22 78.38,-106 38 1.19
48 11 77.55,-106 48 91.02
48 22 77.45,-106 38 1.19
48 11 77.55,-106 48 88.57
48 22 7.65,-106 48 86.18
48 11 77.55,-106 38 1.19
48 22 7.55,-106 38 1.19
48 11 77.55,-106 48 83.86
48 11 77.56,-106 38 1.19
48 22 74.42,-106 48 81.64
48 11 77.56,-106 38 1.19
48 22 73.26,-106 48 79.49
48 11 77.56,-106 38 1.19
48 22 72.04,-106 48 77.38
48 11 77.56,-106 48 75.29
48 22 70.79,-106 38 1.19
48 22 69.51,-106 48 73.21
48 11 77.56,-106 38 1.19
48 22 68.23,-106 48 71.13
48 11 77.56,-106 38 1.19
48 11 77.56,-106 48 69.05
48 22 66.97,-106 38 1.19
48 11 77.56,-106 48 66.98
48 22 65.69,-106 48 6.49
48 11 77.56,-106 38 1.19
48 22 64.42,-106 38 1.19
48 22 63.16,-106 48 62.83
48 11 77.56,-106 38 1.19
48 11 77.56,-106 48 60.76
48 22 6.19,-106 38 1.19
48 11 77.56,-106 48 5.87
48 22 60.64,-106 48 56.63
48 11 77.56,-106 38 1.19
48 22 59.38,-106 48 54.55
48 22 58.11,-106 38 1.19
48 11 77.56,-106 48 52.47
48 22 56.84,-106 38 11.89
48 11 77.56,-106 48 50.39
48 22 55.56,-106 38 11.89
48 11 77.56,-106 48 4.83
48 22 54.29,-106 38 11.89
48 11 77.56,-106 48 46.23
48 22 53.02,-106 38 11.89
48 11 77.57,-106 48 44.19
48 22 51.76,-106 38 11.89
48 11 77.57,-106 48 42.21
48 22 50.51,-106 38 11.89
48 11 77.57,-106 48 40.25
48 22 49.29,-106 38 11.89
48 11 77.57,-106 48 3.83
48 22 48.09,-106 38 11.89
48 11 77.57,-106 48 36.32
48 22 46.91,-106 48 34.32
48 11 77.57,-106 38 11.89
48 22 45.73,-106 48 32.29
48 11 77.57,-106 38 11.89
48 22 44.56,-106 48 30.21
48 11 77.57,-106 38 11.88
48 22 43.39,-106 48 2.81
48 11 77.58,-106 38 11.88
48 22 42.27,-106 38 11.88
48 11 77.58,-106 48 25.95
48 22 41.16,-106 38 11.88
48 11 77.58,-106 48 23.77
48 11 77.58,-106 38 11.88
48 22 40.08,-106 48 21.56
48 11 77.58,-106 38 11.88
48 22 39.02,-106 48 19.32
48 11 77.58,-106 48 17.05
48 22 3.8,-106 38 11.88
48 11 77.58,-106 38 11.88
48 22 3.7,-106 48 14.75
48 22 36.04,-106 48 12.42
48 11 77.58,-106 38 11.88
48 11 77.58,-106 48 10.06
48 22 3.51,-106 38 11.88
48 22 34.19,-106 48 7.67
48 11 77.59,-106 38 11.88
48 22 3.33,-106 48 5.24
48 11 77.59,-106 38 11.88
48 22 32.45,-106 48 2.81
48 11 77.59,-106 38 11.88
48 22 31.64,-106 48 40
48 11 77.59,-106 38 11.88
48 22 30.84,-106 47 98.01
48 11 77.59,-106 38 11.88
48 22 30.04,-106 47 95.63
48 11 77.59,-106 38 11.88
48 22 29.25,-106 47 93.25
48 11 77.59,-106 38 11.88
48 22 28.47,-106 47 90.86
48 11 77.59,-106 47 88.47
48 22 2.77,-106 38 11.88
48 11 77.59,-106 38 11.88
48 22 26.92,-106 47 86.09
48 11 77.59,-106 38 11.88
48 22 26.14,-106 47 83.72
48 11 77.59,-106 38 11.88
48 11 77.59,-106 47 81.37
48 22 25.35,-106 38 11.88
48 11 77.59,-106 47 79.02
48 22 24.57,-106 47 76.69
48 11 77.59,-106 38 11.88
48 22 23.79,-106 38 11.88
48 11 77.59,-106 47 74.35
48 22 23.01,-106 38 11.88
48 22 22.22,-106 47 7.2
48 11 77.59,-106 38 11.88
48 11 77.59,-106 47 69.65
48 22 21.44,-106 38 11.88
48 11 77.59,-106 47 67.32
48 22 20.66,-106 47 65.01
48 11 77.59,-106 38 11.88
48 22 19.88,-106 47 62.72
48 11 77.59,-106 38 11.88
48 22 19.08,-106 47 60.45
48 22 18.27,-106 38 11.88
48 11 77.59,-106 47 58.19
48 22 17.43,-106 38 11.88
48 11 77.59,-106 47 55.95
48 22 16.57,-106 47 53.73
48 11 77.59,-106 38 11.88
48 22 15.69,-106 47 51.53
48 11 77.59,-106 38 11.88
48 22 14.79,-106 47 49.34
48 11 77.59,-106 38 11.88
48 22 13.85,-106 47 47.17
48 11 77.59,-106 38 11.88
48 22 1.29,-106 47 45.03
48 11 77.59,-106 38 11.88
48 22 11.92,-106 38 11.88
48 11 77.59,-106 47 42.95
48 22 10.93,-106 47 4.09
48 11 77.59,-106 38 11.88
48 22 9.92,-106 47 38.86
48 11 77.59,-106 38 11.88
48 22 8.89,-106 47 36.83
48 11 77.59,-106 38 11.88
48 22 7.85,-106 38 11.88
48 11 77.59,-106 47 34.82
48 22 6.8,-106 38 11.88
48 11 77.59,-106 47 32.82
48 22 5.74,-106 38 11.88
48 11 77.59,-106 47 30.82
48 11 77.59,-106 38 11.88
48 22 4.66,-106 47 28.81
48 11 77.59,-106 47 26.78
48 22 3.57,-106 38 11.88
48 11 77.59,-106 47 24.75
48 22 2.46,-106 38 11.88
48 11 77.59,-106 47 2.27
48 22 1.34,-106 38 11.88
48 22 2.1,-106 47 20.66
48 11 77.59,-106 38 11.88
48 21 99.07,-106 47 18.63
48 11 77.59,-106 38 11.88
48 21 97.93,-106 47 1.66
48 11 77.59,-106 38 11.88
48 21 96.79,-106 47 14.57
48 11 77.59,-106 38 11.88
48 21 95.66,-106 47 12.54
48 11 7.76,-106 38 11.88
48 21 94.53,-106 47 10.52
48 11 7.76,-106 38 11.88
48 21 93.41,-106 47 8.49
48 11 7.76,-106 38 11.88
48 21 92.29,-106 47 6.47
48 11 7.76,-106 38 11.88
48 21 91.17,-106 47 4.45
48 11 7.76,-106 38 11.88
48 21 90.05,-106 47 2.44
48 11 7.76,-106 38 11.88
48 21 88.93,-106 47 4.2
48 11 7.76,-106 38 11.88
48 21 87.82,-106 46 98.41
48 11 7.76,-106 38 11.88
48 21 8.67,-106 46 96.39
48 11 7.76,-106 38 11.88
48 21 85.59,-106 38 11.88
48 11 7.76,-106 46 94.37
48 21 84.48,-106 38 11.88
48 11 7.76,-106 46 92.33
48 21 83.37,-106 38 11.88
48 11 7.76,-106 46 90.29
48 11 7.76,-106 38 11.88
48 21 82.25,-106 46 88.24
48 11 7.76,-106 46 8.62
48 21 81.13,-106 38 11.88
48 11 7.76,-106 46 84.16
48 21 80.02,-106 38 11.88
48 11 7.76,-106 46 82.11
48 21 78.89,-106 38 11.88
48 21 77.76,-106 46 80.07
48 11 7.76,-106 38 11.88
48 21 76.61,-106 46 78.04
48 11 7.76,-106 38 11.88
48 21 75.48,-106 46 76.02
48 11 7.76,-106 38 11.88
48 21 74.34,-106 46 74.02
48 11 7.76,-106 46 72.03
48 21 73.22,-106 38 11.88
48 11 7.76,-106 46 70.04
48 21 72.11,-106 46 68.05
48 11 7.76,-106 38 11.88
48 11 7.76,-106 46 66.05
48 21 7.1,-106 38 11.88
48 21 69.92,-106 38 11.87
48 11 7.76,-106 46 64.05
48 11 7.76,-106 46 62.05
48 21 68.83,-106 38 11.87
48 21 67.74,-106 38 11.87
48 11 7.76,-106 46 60.06
48 21 66.64,-106 46 58.07
48 11 7.76,-106 38 11.87
48 11 7.76,-106 46 56.08
48 21 65.53,-106 38 11.87
48 21 64.42,-106 46 5.41
48 11 7.76,-106 46 52.13
48 11 7.76,-106 38 11.87
48 21 63.31,-106 46 50.18
48 21 62.22,-106 38 11.87
48 11 7.76,-106 46 48.21
48 11 77.61,-106 38 11.87
48 21 61.14,-106 38 11.87
48 11 77.61,-106 46 46.25
48 21 60.07,-106 38 11.87
48 21 5.9,-106 46 44.28
48 11 77.61,-106 38 11.87
48 21 57.96,-106 46 4.23
48 11 77.61,-106 38 11.87
48 21 56.95,-106 46 4.03
48 11 77.61,-106 46 38.29
48 21 55.96,-106 38 11.87
48 11 77.61,-106 46 36.25
48 11 77.61,-106 38 11.87
48 21 54.99,-106 46 34.17
48 11 77.61,-106 38 11.87
48 21 54.04,-106 46 32.08
48 11 77.61,-106 38 11.87
48 21 53.12,-106 46 29.98
48 21 52.21,-106 38 11.87
48 11 77.61,-106 46 27.87
48 21 51.32,-106 38 11.87
48 11 77.61,-106 46 25.76
48 21 50.45,-106 38 11.87
48 11 77.61,-106 46 23.65
48 21 49.59,-106 38 11.87
48 11 77.61,-106 46 21.56
48 21 48.73,-106 38 11.87
48 11 77.61,-106 46 19.46
48 21 47.86,-106 38 11.87
48 11 77.61,-106 38 11.87
48 21 47.01,-106 46 17.38
48 11 77.61,-106 38 11.87
48 21 46.16,-106 46 15.29
48 11 77.61,-106 38 11.87
48 21 4.53,-106 46 1.32
48 11 77.61,-106 38 11.87
48 21 44.45,-106 46 1.11
48 11 77.61,-106 38 11.87
48 11 77.61,-106 46 9.01
48 21 43.59,-106 38 11.87
48 11 77.61,-106 46 6.96
48 21 42.73,-106 38 11.87
48 11 77.61,-106 46 4.96
48 21 41.87,-106 46 3.04
48 11 77.61,-106 38 11.87
48 21 4.1,-106 46 1.21
48 11 77.61,-106 38 11.87
48 21 40.11,-106 45 99.45
48 11 77.61,-106 38 11.87
48 21 39.17,-106 45 97.79
48 11 77.61,-106 38 11.87
48 21 38.14,-106 45 96.25
48 21 37.01,-106 38 11.87
48 11 77.61,-106 45 94.82
48 21 3.58,-106 45 93.42
48 11 77.61,-106 38 11.87
48 21 34.49,-106 45 92.04
48 11 77.61,-106 38 11.87
48 21 3.31,-106 45 90.68
48 11 77.61,-106 38 11.87
48 21 31.64,-106 45 89.32
48 11 77.61,-106 38 11.87
48 21 30.12,-106 45 87.97
48 11 77.61,-106 38 11.87
48 21 28.59,-106 45 8.66
48 11 77.61,-106 38 11.87
48 21 27.07,-106 38 11.87
48 11 77.61,-106 45 85.24
48 21 25.54,-106 45 83.88
48 11 77.61,-106 38 11.87
48 21 24.02,-106 45 82.53
48 11 77.61,-106 38 11.87
48 21 22.49,-106 38 11.87
48 11 77.61,-106 45 81.18
48 21 20.98,-106 38 11.87
48 11 77.61,-106 45 79.84
48 11 77.61,-106 38 11.87
48 21 19.47,-106 45 7.85
48 21 17.97,-106 38 11.87
48 11 77.61,-106 45 77.15
48 21 16.47,-106 45 75.81
48 11 77.61,-106 38 11.87
48 11 77.61,-106 45 74.47
48 21 14.97,-106 38 11.87
48 11 77.61,-106 45 73.12
48 21 13.47,-106 38 11.87
48 11 77.61,-106 45 71.79
48 21 11.97,-106 38 11.87
48 11 77.61,-106 45 70.48
48 21 10.48,-106 38 11.87
48 21 8.97,-106 45 69.19
48 11 77.61,-106 38 11.87
48 21 7.46,-106 45 67.92
48 11 77.61,-106 38 11.87
48 21 5.97,-106 45 66.66
48 11 77.61,-106 38 11.87
48 21 4.49,-106 45 65.41
48 11 77.61,-106 38 11.87
48 21 30,-106 45 64.17
48 11 77.61,-106 38 11.87
48 21 1.5,-106 45 62.91
48 11 77.61,-106 38 11.87
48 21 FALSE,-106 38 11.87
48 11 77.61,-106 45 61.64
48 20 98.49,-106 45 60.36
48 11 77.61,-106 38 11.87
48 20 96.97,-106 38 11.87
48 11 77.61,-106 45 5.91
48 20 95.45,-106 38 11.87
48 11 77.61,-106 45 57.83
48 20 93.92,-106 38 11.87
48 11 77.61,-106 45 56.56
48 11 77.61,-106 38 11.87
48 20 92.39,-106 45 55.29
48 20 90.86,-106 38 11.87
48 11 77.61,-106 45 54.02
48 11 77.61,-106 38 11.87
48 20 89.33,-106 45 52.76
48 11 77.61,-106 38 11.87
48 20 8.78,-106 45 51.49
48 11 77.61,-106 45 50.22
48 20 86.27,-106 38 11.87
48 11 77.61,-106 38 11.87
48 20 84.75,-106 45 48.95
48 11 77.61,-106 45 47.69
48 20 83.24,-106 38 11.87
48 11 77.61,-106 45 46.42
48 20 81.73,-106 38 11.87
48 11 77.61,-106 45 45.15
48 20 80.22,-106 38 11.87
48 20 78.71,-106 45 43.88
48 11 77.61,-106 38 11.87
48 11 77.61,-106 38 11.87
48 20 77.19,-106 45 42.62
48 20 75.67,-106 45 41.36
48 11 77.61,-106 38 11.87
48 20 74.15,-106 45 40.11
48 11 77.62,-106 38 11.88
48 20 72.63,-106 45 38.85
48 11 77.62,-106 38 11.88
48 20 7.11,-106 45 3.76
48 11 77.62,-106 38 11.88
48 11 77.62,-106 45 36.33
48 20 69.58,-106 38 11.88
48 20 68.07,-106 45 35.08
48 11 77.62,-106 38 11.88
48 20 66.55,-106 45 33.82
48 11 77.62,-106 38 11.88
48 20 65.04,-106 45 32.57
48 11 77.62,-106 38 11.88
48 20 63.53,-106 45 31.32
48 11 77.62,-106 38 11.88
48 20 62.03,-106 38 11.88
48 11 77.62,-106 45 30.07
48 20 60.52,-106 38 11.88
48 11 77.62,-106 45 28.81
48 20 59.01,-106 38 11.88
48 11 77.62,-106 45 27.56
48 20 5.75,-106 38 11.88
48 11 77.62,-106 45 2.63
48 20 55.99,-106 38 11.87
48 11 77.62,-106 45 25.04
48 11 77.62,-106 45 23.79
48 20 54.49,-106 38 11.88
48 11 77.62,-106 45 22.54
48 20 52.98,-106 38 11.87
48 11 77.62,-106 45 21.28
48 20 51.48,-106 38 11.87
48 11 77.62,-106 38 11.87
48 20 49.98,-106 45 20.02
48 11 77.62,-106 45 18.75
48 20 48.48,-106 38 11.87
48 20 46.97,-106 45 17.49
48 11 77.62,-106 38 11.87
48 20 45.45,-106 45 16.21
48 11 77.62,-106 38 11.87
48 20 43.93,-106 38 11.87
48 11 77.62,-106 45 14.93
48 20 42.41,-106 45 13.65
48 11 77.62,-106 38 11.87
48 20 40.89,-106 45 12.38
48 11 77.62,-106 38 11.87
48 20 39.36,-106 45 1.11
48 11 77.62,-106 38 11.87
48 20 37.84,-106 45 9.83
48 11 77.62,-106 38 11.87
48 20 36.32,-106 45 8.56
48 11 77.62,-106 38 11.87
48 20 3.48,-106 38 11.87
48 11 77.62,-106 45 7.29
48 20 33.28,-106 38 11.87
48 11 77.62,-106 45 6.02
48 20 31.76,-106 38 11.87
48 11 77.62,-106 45 4.75
48 20 30.24,-106 45 3.48
48 11 77.62,-106 38 11.87
48 20 28.71,-106 38 11.87
48 11 77.62,-106 45 2.22
48 11 77.62,-106 38 11.87
48 20 2.72,-106 45 9.7
48 11 77.62,-106 44 99.72
48 20 25.68,-106 38 11.87
48 11 77.62,-106 44 98.47
48 20 24.17,-106 38 11.87
48 20 22.66,-106 44 97.23
48 11 77.62,-106 38 11.87
48 11 77.62,-106 44 95.98
48 20 21.15,-106 44 94.72
48 11 77.62,-106 38 11.87
48 20 19.64,-106 44 93.46
48 20 18.13,-106 38 11.87
48 11 77.62,-106 38 11.87
48 20 16.62,-106 44 92.21
48 11 77.62,-106 44 90.94
48 20 1.51,-106 38 11.87
48 11 77.62,-106 44 89.66
48 20 13.59,-106 38 11.87
48 20 12.08,-106 44 88.39
48 11 77.62,-106 38 11.87
48 20 10.56,-106 44 87.13
48 11 77.62,-106 44 85.86
48 11 77.62,-106 38 11.87
48 20 9.05,-106 38 11.87
48 20 7.53,-106 44 84.59
48 11 77.62,-106 38 11.87
48 20 6.01,-106 38 11.87
48 11 77.62,-106 44 83.32
48 20 4.49,-106 38 11.87
48 11 77.62,-106 44 82.04
48 20 2.96,-106 38 11.87
48 20 1.43,-106 44 80.76
48 11 77.62,-106 38 11.87
48 11 77.62,-106 44 79.48
48 19 9.99,-106 38 11.87
48 11 77.62,-106 44 78.22
48 11 77.62,-106 38 11.87
48 19 98.37,-106 44 76.96
48 11 77.62,-106 38 11.87
48 19 96.84,-106 44 7.57
48 11 77.62,-106 44 74.45
48 19 95.32,-106 38 11.87
48 11 77.62,-106 38 11.87
48 19 93.78,-106 44 7.32
48 11 77.62,-106 44 71.95
48 19 92.26,-106 38 11.87
48 11 77.62,-106 44 70.69
48 19 90.74,-106 38 11.87
48 11 77.62,-106 44 69.43
48 19 89.24,-106 38 11.87
48 19 87.74,-106 44 68.16
